Age,Gender,Education_Level,Income,Joining Designation,Quarterly Rating,Target_Var,tenure_Months,Total Business Value,Quarterly_Rating_Increase,Income_Increase,City_Encoded
29.0,1.0,0,92763,3,4,0,10,21260010,1,0,0.654375558571176
31.0,1.0,1,80788,2,1,0,3,0,0,0,0.5313237578674669
36.0,1.0,1,24985,1,1,1,7,0,0,0,0.7740665011127292
29.0,0.0,0,19447,1,4,1,8,4235570,0,0,0.5955893821231233
28.0,0.0,0,17044,2,1,1,7,0,0,0,0.6001946113311858
44.0,0.0,0,62354,1,2,1,22,2416390,0,0,0.5955893821231233
32.0,1.0,1,69599,3,1,0,3,553250,0,0,0.6989110821540374
30.0,0.0,2,104157,3,1,0,5,332040,0,0,0.6342365899109041
36.0,0.0,0,55601,2,1,1,3,0,0,0,0.654375558571176
45.0,0.0,1,38047,1,1,1,18,8966620,1,0,0.6001946113311858
39.0,0.0,2,69098,2,3,1,45,8924290,0,0,0.684190247889322
48.0,0.0,0,38788,1,3,1,11,4744440,1,0,0.6098957440667345
33.0,0.0,2,62292,2,1,1,13,4816290,1,0,0.7028288409112735
32.0,1.0,0,40216,2,1,1,1,0,0,0,0.683166962884123
30.0,0.0,0,65092,3,1,0,3,289760,0,0,0.5700438883328994
35.0,0.0,2,23955,1,1,1,0,325210,0,0,0.7092607604412382
34.0,1.0,1,77739,2,1,1,3,0,0,0,0.7050484531983688
34.0,1.0,0,23641,2,1,1,0,0,0,0,0.7050484531983688
27.0,0.0,2,48747,1,3,0,88,22183450,1,0,0.8160639742891412
33.0,1.0,1,68037,1,4,1,49,9869790,1,0,0.6342365899109041
31.0,0.0,1,26716,1,1,1,18,0,0,0,0.684190247889322
37.0,1.0,1,21909,2,1,0,6,903730,1,0,0.6098957440667345
36.0,1.0,2,22719,1,1,1,2,0,0,0,0.7740665011127292
28.0,0.0,1,69153,2,1,1,1,0,0,0,0.7050484531983688
40.0,0.0,1,103568,2,2,1,77,9437800,0,0,0.6999473490155224
33.0,0.0,0,112112,2,1,0,73,30121900,1,0,0.5953765525951102
31.0,1.0,1,38326,1,2,0,24,11417820,1,0,0.698531179865061
35.0,1.0,1,114637,3,1,1,1,0,0,0,0.698531179865061
36.0,1.0,2,56621,3,1,0,10,1162140,1,0,0.6379843993734239
28.0,1.0,1,64610,1,1,1,21,552950,0,0,0.7028288409112735
29.0,0.0,1,68500,2,2,1,1,2357400,1,0,0.684190247889322
34.0,0.0,2,40608,1,1,1,10,0,0,0,0.8160639742891412
25.0,0.0,1,42400,1,1,1,5,74800,0,0,0.6077892105070524
37.0,1.0,1,51668,3,1,0,1,151150,0,0,0.6999473490155224
28.0,0.0,1,61670,2,1,1,2,202770,0,0,0.7065528646360607
42.0,0.0,0,102345,4,1,1,11,5117750,1,0,0.7050484531983688
48.0,1.0,1,81055,1,2,1,9,1418630,0,0,0.7050484531983688
35.0,0.0,1,25186,1,3,0,56,11666740,1,0,0.6077892105070524
41.0,1.0,1,101984,4,1,0,22,710000,0,0,0.6999473490155224
26.0,0.0,2,80394,3,2,0,5,1518990,0,0,0.6741618832945772
24.0,0.0,2,43753,1,1,1,18,2255560,1,0,0.7295003150180094
24.0,0.0,2,77662,1,1,0,29,29475240,1,1,0.7028288409112735
31.0,1.0,0,21445,3,1,1,11,2805970,1,0,0.5953765525951102
29.0,0.0,1,65156,2,2,1,5,2318270,0,0,0.5313237578674669
24.0,0.0,0,58571,1,2,1,21,2204570,1,0,0.684190247889322
38.0,1.0,2,69776,2,1,1,7,995920,1,0,0.7302630624839633
35.0,0.0,0,77535,3,1,1,4,0,0,0,0.683166962884123
36.0,1.0,1,99907,2,1,1,32,2657330,0,0,0.7698585742141875
29.0,0.0,0,52912,1,1,1,3,0,0,0,0.7302630624839633
26.0,0.0,1,58892,2,1,1,3,0,0,0,0.6077892105070524
39.0,0.0,0,92672,4,1,0,6,15075460,1,0,0.5313237578674669
33.0,0.0,0,50306,2,1,1,4,204330,0,0,0.7295003150180094
25.0,0.0,1,64281,1,1,1,3,0,0,0,0.7340256711699624
34.0,0.0,0,55845,3,1,1,3,0,0,0,0.7302630624839633
38.0,0.0,0,27572,2,1,1,13,432800,0,0,0.5953765525951102
33.0,0.0,1,29442,2,1,1,2,0,0,0,0.654375558571176
36.0,0.0,1,59816,3,2,0,5,2031660,0,0,0.698531179865061
36.0,0.0,0,76463,3,2,1,15,8598920,1,0,0.5953765525951102
25.0,0.0,0,12860,2,1,1,3,0,0,0,0.698531179865061
25.0,1.0,2,37784,1,1,0,14,5516270,1,0,0.6342365899109041
31.0,1.0,2,37940,2,1,1,7,0,0,0,0.7740665011127292
38.0,0.0,1,59562,1,1,1,3,0,0,0,0.6001946113311858
38.0,1.0,0,39404,3,1,1,3,0,0,0,0.7740665011127292
30.0,1.0,0,100722,4,1,1,5,390500,0,0,0.684190247889322
32.0,1.0,2,23582,2,1,1,3,300000,0,0,0.7065528646360607
39.0,0.0,0,83969,2,2,0,69,21645050,1,0,0.6342365899109041
29.0,1.0,0,56807,3,1,0,6,2646250,1,0,0.7194295503654974
31.0,1.0,1,38744,1,1,1,13,4168880,1,0,0.5313237578674669
35.0,1.0,2,61569,1,1,1,4,458250,0,0,0.7302630624839633
29.0,0.0,1,27634,1,1,1,11,1811510,1,0,0.684190247889322
43.0,1.0,0,14375,1,1,1,5,453060,0,0,0.7050484531983688
38.0,0.0,0,50168,2,2,1,2,2726900,0,0,0.684190247889322
34.0,0.0,0,77778,2,1,0,2,450180,0,0,0.6379843993734239
42.0,1.0,2,47303,1,1,1,4,0,0,0,0.6999473490155224
37.0,1.0,2,37944,1,4,1,5,1646410,0,0,0.6741618832945772
33.0,0.0,1,73538,2,2,0,91,19356940,1,0,0.683166962884123
25.0,0.0,2,45675,1,1,1,14,394000,0,0,0.7194295503654974
30.0,1.0,2,36085,2,1,0,75,14852170,1,0,0.6753359528111106
26.0,1.0,2,28318,1,2,0,1,5302040,1,0,0.5700438883328994
33.0,0.0,0,107274,4,1,0,21,18503930,1,0,0.7092607604412382
31.0,1.0,2,69924,2,2,0,16,12580670,1,0,0.5953765525951102
42.0,1.0,2,27828,1,2,1,25,8353280,1,0,0.6098957440667345
31.0,1.0,0,53480,1,2,1,44,6703630,0,0,0.654375558571176
29.0,0.0,2,56659,2,1,1,1,0,0,0,0.7092607604412382
38.0,1.0,1,49165,1,1,1,1,0,0,0,0.7092607604412382
31.0,0.0,1,19037,1,1,1,17,350210,0,0,0.5953765525951102
27.0,1.0,2,68957,1,1,1,1,0,0,0,0.7698585742141875
27.0,1.0,1,41730,1,1,1,5,0,0,0,0.5955893821231233
23.0,0.0,0,23068,1,3,1,21,5945900,0,0,0.7740665011127292
34.0,0.0,1,32108,2,1,1,11,0,0,0,0.7065528646360607
45.0,0.0,2,35598,1,3,0,66,20843460,1,0,0.6098957440667345
28.0,0.0,1,22217,1,2,1,16,1834440,1,0,0.6999473490155224
41.0,1.0,0,128906,5,1,1,12,116940,0,0,0.683166962884123
33.0,0.0,1,46734,3,1,1,1,0,0,0,0.6989110821540374
32.0,1.0,0,36284,2,1,1,6,0,0,0,0.5955893821231233
38.0,1.0,0,50048,1,1,1,0,0,0,0,0.7340256711699624
27.0,0.0,1,66132,1,1,1,2,0,0,0,0.7194295503654974
30.2,0.0,2,53115,1,3,1,52,3140390,0,0,0.7740665011127292
28.0,0.0,1,66945,2,2,0,8,1038200,0,0,0.7302630624839633
38.0,1.0,1,144726,1,4,0,90,61583040,1,0,0.7028288409112735
28.0,0.0,2,62462,1,1,0,17,5735920,1,0,0.7050484531983688
36.0,0.0,1,78445,3,1,1,10,0,0,0,0.7028288409112735
37.0,0.0,2,56848,2,1,1,3,1354530,1,0,0.698531179865061
32.0,0.0,1,69141,2,1,1,8,590220,0,0,0.6989110821540374
29.0,0.0,1,82260,2,2,1,14,5018600,1,0,0.7740665011127292
31.0,1.0,0,51471,3,1,1,11,0,0,0,0.7302630624839633
28.0,0.0,2,131805,3,1,0,5,3021440,1,0,0.7302630624839633
40.0,0.0,1,52682,2,3,1,11,4063950,0,0,0.6999473490155224
37.0,1.0,0,76756,3,2,0,8,3356980,0,0,0.6001946113311858
30.0,1.0,0,42199,2,1,0,3,309180,0,0,0.7295003150180094
26.0,1.0,1,38809,1,1,1,12,0,0,0,0.6379843993734239
35.0,1.0,1,53793,2,3,1,92,25164110,1,0,0.6077892105070524
30.0,1.0,2,80138,1,2,1,36,2565930,0,0,0.6999473490155224
32.0,0.0,0,49295,3,1,0,0,0,0,0,0.6989110821540374
39.0,0.0,0,91456,2,2,0,64,19597020,1,0,0.654375558571176
22.0,1.0,0,51670,1,2,1,14,1784850,0,0,0.6989110821540374
36.0,0.0,0,35607,1,1,1,9,563400,1,0,0.5700438883328994
40.0,0.0,1,42313,1,4,1,12,4284010,0,0,0.683166962884123
27.0,0.0,0,85112,3,1,0,10,0,0,0,0.7065528646360607
27.0,1.0,1,54397,2,1,1,0,0,0,0,0.6741618832945772
35.0,0.0,2,50180,2,1,0,0,0,0,0,0.8160639742891412
28.0,0.0,0,95133,3,1,1,0,0,0,0,0.6989110821540374
25.0,0.0,2,46952,2,1,0,10,8633370,1,0,0.7698585742141875
26.0,0.0,1,29582,1,1,1,3,0,0,0,0.5700438883328994
33.0,0.0,0,82815,2,3,0,63,21748820,1,0,0.698531179865061
34.0,1.0,0,12105,1,1,1,2,0,0,0,0.7065528646360607
44.0,0.0,0,35370,2,2,1,13,2815090,0,0,0.5700438883328994
28.0,1.0,2,69498,1,2,1,11,977830,0,0,0.7302630624839633
29.0,0.0,2,70254,2,1,0,4,2298240,1,0,0.6741618832945772
